RecordID,FirstName,LastName,FullName,Age,Gender,Country,Province,SouthAfricanID,CaseNumber,CrimeType,FinancialScore,EstimatedFraudAmount_ZAR,RiskLevel,CaseStatus,BankInvolved,PreviousOffenses,Arrested,CrimeDate,CourtDate,InvestigatingOfficer,StationCode
118,Sipho,Mokoena,Sipho Mokoena,64,Male,South Africa,Western Cape,8103286870171,SA-CAS-141497,Identity Theft,730,3387588,Critical,Under Investigation,Capitec,0,No,2019-06-29,2019-03-07,Officer Moyo,SA-ST-674
119,Brian,Mthembu,Brian Mthembu,43,Male,South Africa,Eastern Cape,7704076217174,SA-CAS-857021,Drug Trafficking,531,4522395,Medium,Convicted,FNB,6,Yes,2022-04-02,2019-09-04,Officer Mabena,SA-ST-687
120,Ayanda,Mthembu,Ayanda Mthembu,54,Female,South Africa,Western Cape,7009156900081,SA-CAS-347210,Armed Robbery,659,3103604,High,Closed,Absa,8,Yes,2020-12-27,2023-03-09,Officer Mabena,SA-ST-809
121,Naledi,Pillay,Naledi Pillay,45,Female,South Africa,KwaZulu-Natal,6907042025131,SA-CAS-678805,Fraud,740,1167517,High,Court Pending,African Bank,5,No,2020-03-10,2021-12-11,Officer Moyo,SA-ST-652
122,Zanele,Zulu,Zanele Zulu,56,Female,South Africa,Gauteng,8610059686167,SA-CAS-194040,Armed Robbery,338,3926659,Medium,Convicted,FNB,1,Yes,2021-05-29,2024-10-06,Officer Mabena,SA-ST-626
123,Sipho,Mthembu,Sipho Mthembu,22,Female,South Africa,Northern Cape,6611071524059,SA-CAS-378152,Drug Trafficking,603,3891403,High,Open,Nedbank,3,No,2016-03-29,2023-11-14,Officer Moyo,SA-ST-553
124,Naledi,Khumalo,Naledi Khumalo,42,Male,South Africa,KwaZulu-Natal,7401238797011,SA-CAS-316632,Identity Theft,648,441600,Critical,Closed,FNB,9,No,2023-04-02,2019-07-26,Officer Mabena,SA-ST-786
125,Ayanda,Mthembu,Ayanda Mthembu,19,Male,South Africa,KwaZulu-Natal,9311151690045,SA-CAS-888566,Money Laundering,845,3977638,Medium,Court Pending,Capitec,5,Yes,2019-08-08,2024-04-02,Officer Naidoo,SA-ST-146
126,Brian,Nkosi,Brian Nkosi,38,Female,South Africa,Northern Cape,8701058034024,SA-CAS-545595,Money Laundering,380,4002006,Low,Convicted,Standard Bank,2,No,2018-10-29,2025-01-22,Officer Mabena,SA-ST-799
127,Sipho,Naidoo,Sipho Naidoo,19,Female,South Africa,Northern Cape,6003143427039,SA-CAS-669237,Drug Trafficking,556,517372,Critical,Open,FNB,6,No,2019-09-28,2020-12-30,Officer Moyo,SA-ST-215
128,Thabo,Nkosi,Thabo Nkosi,47,Male,South Africa,KwaZulu-Natal,9602085184014,SA-CAS-456865,Vehicle Theft,316,2560544,Medium,Convicted,Nedbank,6,Yes,2022-05-01,2016-06-28,Officer Smith,SA-ST-827
129,Mpho,Naidoo,Mpho Naidoo,61,Male,South Africa,Eastern Cape,6212285545147,SA-CAS-692080,Cybercrime,732,1371874,Critical,Closed,Absa,9,No,2018-09-14,2015-03-28,Officer Mabena,SA-ST-920
130,Tendai,Khumalo,Tendai Khumalo,41,Female,South Africa,Mpumalanga,7004255973159,SA-CAS-628417,Fraud,694,707496,Low,Convicted,Standard Bank,2,No,2015-12-27,2024-08-12,Officer Mabena,SA-ST-184
131,Mpho,Dlamini,Mpho Dlamini,29,Male,South Africa,Eastern Cape,6108021094082,SA-CAS-955940,Cybercrime,378,1252862,Medium,Open,Nedbank,4,Yes,2015-01-21,2016-08-17,Officer Nkosi,SA-ST-579
132,Brian,Mthembu,Brian Mthembu,60,Female,South Africa,Free State,6602079663029,SA-CAS-447417,Vehicle Theft,754,3443020,Low,Closed,African Bank,6,Yes,2022-01-04,2019-02-27,Officer Naidoo,SA-ST-875
133,Mpho,Mokoena,Mpho Mokoena,29,Female,South Africa,Northern Cape,6601202167062,SA-CAS-749622,Corruption,375,4844921,Low,Open,African Bank,5,Yes,2019-06-14,2019-08-22,Officer Nkosi,SA-ST-344
134,Mpho,Nkosi,Mpho Nkosi,54,Male,South Africa,Limpopo,0104013987189,SA-CAS-576708,Identity Theft,375,1054133,Low,Court Pending,Standard Bank,7,Yes,2025-09-17,2017-04-05,Officer Mabena,SA-ST-762
135,Brian,Mabaso,Brian Mabaso,19,Female,South Africa,Mpumalanga,8710032759066,SA-CAS-911862,Drug Trafficking,478,3841791,High,Court Pending,Standard Bank,6,No,2022-08-01,2025-05-17,Officer Moyo,SA-ST-524
136,Tendai,Zulu,Tendai Zulu,47,Female,South Africa,Northern Cape,7905095593132,SA-CAS-830307,Vehicle Theft,745,453321,Medium,Closed,FNB,9,Yes,2017-03-19,2024-03-05,Officer Moyo,SA-ST-596
137,Sipho,Dlamini,Sipho Dlamini,38,Male,South Africa,Northern Cape,8504235308175,SA-CAS-287453,Fraud,604,2804301,Critical,Open,Capitec,6,Yes,2019-12-29,2020-01-02,Officer Nkosi,SA-ST-339
138,Thabo,Nkosi,Thabo Nkosi,43,Male,South Africa,North West,7012275067030,SA-CAS-460934,Armed Robbery,546,1263952,Critical,Closed,Nedbank,3,No,2019-02-07,2022-08-25,Officer Moyo,SA-ST-290
139,Sipho,Nkosi,Sipho Nkosi,61,Male,South Africa,Mpumalanga,8705196776178,SA-CAS-208869,Money Laundering,590,2785630,Critical,Closed,Capitec,6,No,2015-01-18,2017-03-30,Officer Mabena,SA-ST-682
140,Sipho,Khumalo,Sipho Khumalo,24,Female,South Africa,KwaZulu-Natal,9208064776012,SA-CAS-482448,Fraud,330,1515655,Medium,Court Pending,African Bank,10,Yes,2020-08-10,2023-12-10,Officer Mabena,SA-ST-723
141,Thabo,Mthembu,Thabo Mthembu,40,Male,South Africa,Limpopo,8911062926034,SA-CAS-356692,Vehicle Theft,357,2546766,Low,Under Investigation,African Bank,1,Yes,2023-12-20,2020-02-23,Officer Mabena,SA-ST-665
142,Brian,Naidoo,Brian Naidoo,43,Male,South Africa,Eastern Cape,6907065623158,SA-CAS-429428,Drug Trafficking,776,2205365,High,Closed,African Bank,6,No,2022-02-16,2016-01-23,Officer Smith,SA-ST-588
143,Sipho,Mokoena,Sipho Mokoena,32,Male,South Africa,Gauteng,8006126372064,SA-CAS-572153,Money Laundering,445,2460206,Critical,Under Investigation,Absa,2,Yes,2023-03-16,2024-11-22,Officer Smith,SA-ST-499
144,Ayanda,Mabaso,Ayanda Mabaso,36,Female,South Africa,Limpopo,9311206918052,SA-CAS-594984,Corruption,336,2245424,High,Under Investigation,Standard Bank,7,Yes,2018-10-28,2017-12-12,Officer Moyo,SA-ST-475
145,Mpho,Dlamini,Mpho Dlamini,23,Male,South Africa,Northern Cape,9502141719175,SA-CAS-995992,Money Laundering,476,1934548,Critical,Closed,Capitec,4,No,2018-11-26,2022-07-25,Officer Naidoo,SA-ST-833
146,Ayanda,Khumalo,Ayanda Khumalo,27,Male,South Africa,North West,8607263923047,SA-CAS-640019,Fraud,396,1539116,Medium,Open,African Bank,9,Yes,2021-11-03,2015-01-03,Officer Naidoo,SA-ST-434
147,Sipho,Naidoo,Sipho Naidoo,36,Female,South Africa,North West,9902269625176,SA-CAS-237981,Cybercrime,649,1645402,Low,Open,FNB,0,No,2021-07-24,2016-11-16,Officer Mabena,SA-ST-643
148,Zanele,Dlamini,Zanele Dlamini,64,Male,South Africa,Eastern Cape,9308264285095,SA-CAS-518049,Vehicle Theft,316,3413137,Low,Court Pending,Capitec,0,No,2021-01-27,2018-12-11,Officer Moyo,SA-ST-611
149,Ayanda,Nkosi,Ayanda Nkosi,53,Male,South Africa,Western Cape,6906242494073,SA-CAS-978494,Fraud,835,3404731,High,Convicted,Absa,5,No,2024-11-15,2022-06-20,Officer Moyo,SA-ST-793
150,Tendai,Mabaso,Tendai Mabaso,32,Female,South Africa,Gauteng,9704125548057,SA-CAS-337318,Fraud,645,4859225,Low,Closed,Standard Bank,6,No,2023-11-07,2018-12-03,Officer Nkosi,SA-ST-825
151,Tendai,Ndlovu,Tendai Ndlovu,60,Female,South Africa,KwaZulu-Natal,7502056894188,SA-CAS-609329,Identity Theft,754,4932009,Critical,Closed,Nedbank,4,Yes,2025-07-13,2022-01-06,Officer Smith,SA-ST-394
152,Nomsa,Mabaso,Nomsa Mabaso,44,Male,South Africa,Mpumalanga,7802243065023,SA-CAS-938617,Identity Theft,499,4691204,Medium,Closed,Absa,10,No,2015-05-03,2020-09-22,Officer Smith,SA-ST-986
153,Lerato,Mokoena,Lerato Mokoena,49,Male,South Africa,North West,0211075870141,SA-CAS-572462,Vehicle Theft,568,2025595,Medium,Under Investigation,Standard Bank,3,Yes,2020-01-28,2025-06-24,Officer Smith,SA-ST-449
154,Ayanda,Ndlovu,Ayanda Ndlovu,55,Male,South Africa,Northern Cape,9103085239138,SA-CAS-465875,Armed Robbery,390,756357,Critical,Closed,Capitec,7,Yes,2025-03-02,2018-08-20,Officer Mabena,SA-ST-800
155,Brian,Ndlovu,Brian Ndlovu,59,Male,South Africa,Eastern Cape,9407152647091,SA-CAS-915531,Armed Robbery,554,1166715,Low,Under Investigation,African Bank,6,Yes,2015-07-04,2018-06-13,Officer Moyo,SA-ST-698
156,Mpho,Naidoo,Mpho Naidoo,29,Female,South Africa,Western Cape,8809082793043,SA-CAS-675856,Armed Robbery,811,2730390,High,Closed,Absa,1,No,2016-07-16,2023-11-21,Officer Smith,SA-ST-175
157,Ayanda,Ndlovu,Ayanda Ndlovu,35,Female,South Africa,Mpumalanga,6006098894151,SA-CAS-867996,Vehicle Theft,355,762403,High,Open,African Bank,5,Yes,2020-02-05,2021-11-30,Officer Moyo,SA-ST-474
158,Tendai,Zulu,Tendai Zulu,41,Female,South Africa,North West,6409112044049,SA-CAS-952615,Identity Theft,480,2601978,High,Closed,FNB,9,Yes,2021-12-11,2020-03-17,Officer Smith,SA-ST-901
159,Brian,Mabaso,Brian Mabaso,35,Female,South Africa,Free State,0210146780180,SA-CAS-892109,Armed Robbery,757,1800138,High,Convicted,FNB,1,Yes,2024-04-06,2025-11-02,Officer Moyo,SA-ST-616
160,Thabo,Nkosi,Thabo Nkosi,52,Male,South Africa,North West,8302217754181,SA-CAS-899246,Vehicle Theft,611,1499900,High,Convicted,Absa,4,Yes,2020-02-06,2023-11-19,Officer Naidoo,SA-ST-158
161,Zanele,Mabaso,Zanele Mabaso,64,Male,South Africa,Eastern Cape,8507068674183,SA-CAS-517206,Money Laundering,501,754624,Medium,Open,FNB,5,No,2022-07-17,2024-03-07,Officer Mabena,SA-ST-933
162,Zanele,Mokoena,Zanele Mokoena,30,Male,South Africa,Gauteng,9306276044012,SA-CAS-612259,Cybercrime,349,3572681,Low,Convicted,FNB,9,Yes,2015-12-04,2021-03-25,Officer Moyo,SA-ST-361
163,Lerato,Mokoena,Lerato Mokoena,34,Male,South Africa,Mpumalanga,0102068408159,SA-CAS-592062,Cybercrime,334,3436761,High,Open,Absa,0,Yes,2018-07-25,2015-07-19,Officer Naidoo,SA-ST-830
164,Thabo,Mthembu,Thabo Mthembu,30,Male,South Africa,Gauteng,8302255702195,SA-CAS-828508,Money Laundering,764,1426803,Critical,Closed,Capitec,7,Yes,2015-06-01,2023-07-06,Officer Smith,SA-ST-516
165,Nomsa,Naidoo,Nomsa Naidoo,59,Male,South Africa,North West,6609201878189,SA-CAS-641730,Drug Trafficking,762,4651456,Critical,Court Pending,Capitec,9,No,2021-11-18,2017-02-17,Officer Smith,SA-ST-888
166,Tendai,Ndlovu,Tendai Ndlovu,45,Female,South Africa,KwaZulu-Natal,9311133834091,SA-CAS-546008,Corruption,595,152452,Critical,Convicted,African Bank,9,Yes,2023-12-13,2016-05-16,Officer Naidoo,SA-ST-787
167,Brian,Mthembu,Brian Mthembu,24,Male,South Africa,Gauteng,0207183258036,SA-CAS-249996,Money Laundering,599,1317005,Critical,Court Pending,Capitec,3,No,2019-10-16,2018-03-16,Officer Moyo,SA-ST-137
168,Tendai,Ndlovu,Tendai Ndlovu,30,Male,South Africa,North West,8809139395177,SA-CAS-273779,Drug Trafficking,410,1802437,Low,Closed,Standard Bank,6,Yes,2025-08-23,2019-03-24,Officer Naidoo,SA-ST-959
169,Zanele,Mabaso,Zanele Mabaso,44,Female,South Africa,KwaZulu-Natal,0401094135111,SA-CAS-717376,Cybercrime,840,187635,Low,Court Pending,FNB,6,No,2016-01-18,2021-03-23,Officer Smith,SA-ST-270
170,Ayanda,Naidoo,Ayanda Naidoo,19,Male,South Africa,Free State,8305157010080,SA-CAS-948510,Vehicle Theft,337,1152733,Low,Under Investigation,Absa,2,No,2020-10-02,2020-11-07,Officer Naidoo,SA-ST-313
171,Sipho,Dlamini,Sipho Dlamini,48,Female,South Africa,Gauteng,7808281815038,SA-CAS-450928,Armed Robbery,395,3697487,Low,Closed,Nedbank,7,No,2022-01-31,2024-07-01,Officer Mabena,SA-ST-331
172,Tendai,Ndlovu,Tendai Ndlovu,30,Female,South Africa,Limpopo,7709165227179,SA-CAS-193241,Fraud,575,4629885,Critical,Closed,African Bank,0,No,2025-11-06,2017-12-10,Officer Naidoo,SA-ST-495
173,Naledi,Mokoena,Naledi Mokoena,29,Male,South Africa,Northern Cape,9303217183135,SA-CAS-115135,Vehicle Theft,584,2219645,Low,Under Investigation,Capitec,5,No,2022-07-31,2020-05-15,Officer Smith,SA-ST-768
174,Thabo,Mokoena,Thabo Mokoena,30,Female,South Africa,Mpumalanga,0103051851083,SA-CAS-341822,Identity Theft,596,1253539,Medium,Closed,Nedbank,0,No,2015-02-11,2025-01-19,Officer Mabena,SA-ST-279
175,Thabo,Dlamini,Thabo Dlamini,49,Male,South Africa,North West,6210189969143,SA-CAS-379294,Money Laundering,464,813735,Critical,Open,FNB,10,No,2020-05-22,2020-08-18,Officer Moyo,SA-ST-812
176,Nomsa,Ndlovu,Nomsa Ndlovu,27,Female,South Africa,North West,7002047086080,SA-CAS-858567,Money Laundering,663,1615265,Medium,Closed,Standard Bank,2,Yes,2023-03-21,2019-07-22,Officer Mabena,SA-ST-192
177,Tendai,Mthembu,Tendai Mthembu,54,Male,South Africa,North West,7808123345197,SA-CAS-383241,Money Laundering,459,1868820,Medium,Convicted,Absa,8,No,2020-08-14,2019-09-23,Officer Smith,SA-ST-831
178,Naledi,Khumalo,Naledi Khumalo,45,Male,South Africa,Northern Cape,0010268965042,SA-CAS-414688,Armed Robbery,826,2789022,Low,Court Pending,Nedbank,5,No,2016-10-02,2025-01-21,Officer Naidoo,SA-ST-586
179,Naledi,Dlamini,Naledi Dlamini,51,Female,South Africa,Eastern Cape,6702215652020,SA-CAS-200907,Cybercrime,408,4181240,Low,Court Pending,Capitec,9,Yes,2018-04-20,2016-05-25,Officer Nkosi,SA-ST-123
180,Lerato,Pillay,Lerato Pillay,48,Male,South Africa,North West,7110283313025,SA-CAS-537163,Fraud,507,4233124,Low,Open,Standard Bank,10,No,2016-08-17,2019-01-21,Officer Smith,SA-ST-609
181,Zanele,Ndlovu,Zanele Ndlovu,59,Male,South Africa,Gauteng,9611093921121,SA-CAS-485299,Armed Robbery,525,6171,Critical,Open,Absa,8,No,2024-03-28,2017-03-07,Officer Moyo,SA-ST-400
182,Brian,Khumalo,Brian Khumalo,56,Female,South Africa,Limpopo,6204189104036,SA-CAS-826290,Corruption,672,2892815,Medium,Open,Standard Bank,0,Yes,2022-10-01,2024-11-16,Officer Smith,SA-ST-478
183,Brian,Dlamini,Brian Dlamini,59,Female,South Africa,Limpopo,6905228917181,SA-CAS-854021,Corruption,830,255103,Low,Open,African Bank,6,No,2020-02-26,2019-04-21,Officer Moyo,SA-ST-957
184,Nomsa,Naidoo,Nomsa Naidoo,36,Male,South Africa,Limpopo,0006063424079,SA-CAS-965571,Fraud,310,2874560,Low,Under Investigation,Standard Bank,8,No,2020-12-11,2019-08-10,Officer Smith,SA-ST-955
185,Mpho,Zulu,Mpho Zulu,63,Male,South Africa,KwaZulu-Natal,9304029083082,SA-CAS-971427,Corruption,597,4803824,Low,Court Pending,Capitec,6,No,2025-05-05,2018-02-01,Officer Mabena,SA-ST-562
186,Naledi,Dlamini,Naledi Dlamini,30,Female,South Africa,Limpopo,7809242227035,SA-CAS-821059,Armed Robbery,398,170735,Medium,Court Pending,Absa,4,Yes,2022-12-30,2022-09-22,Officer Moyo,SA-ST-873
187,Ayanda,Zulu,Ayanda Zulu,38,Male,South Africa,Western Cape,7603103105086,SA-CAS-182213,Identity Theft,772,95398,Medium,Open,FNB,6,Yes,2024-04-17,2017-04-30,Officer Smith,SA-ST-995
188,Naledi,Dlamini,Naledi Dlamini,34,Male,South Africa,Eastern Cape,0203101444046,SA-CAS-916351,Cybercrime,337,90165,Critical,Open,Capitec,2,No,2016-06-04,2016-07-05,Officer Mabena,SA-ST-821
189,Thabo,Zulu,Thabo Zulu,64,Male,South Africa,Eastern Cape,9711129563121,SA-CAS-176683,Fraud,408,1559039,Medium,Closed,Nedbank,1,No,2022-09-30,2015-09-14,Officer Nkosi,SA-ST-736
190,Lerato,Mthembu,Lerato Mthembu,55,Male,South Africa,Free State,0506014035083,SA-CAS-189176,Drug Trafficking,457,1635937,Medium,Closed,African Bank,2,Yes,2024-10-28,2016-11-03,Officer Nkosi,SA-ST-533
191,Sipho,Khumalo,Sipho Khumalo,64,Female,South Africa,North West,8808254797094,SA-CAS-385132,Money Laundering,525,2828277,Medium,Court Pending,African Bank,2,No,2020-12-13,2015-05-17,Officer Mabena,SA-ST-255
192,Lerato,Mokoena,Lerato Mokoena,41,Male,South Africa,Mpumalanga,8608111790176,SA-CAS-237927,Armed Robbery,456,1582917,Medium,Under Investigation,Absa,4,No,2021-04-30,2023-08-15,Officer Moyo,SA-ST-849
193,Mpho,Dlamini,Mpho Dlamini,59,Female,South Africa,Western Cape,6210241505034,SA-CAS-275576,Corruption,510,60898,High,Convicted,Capitec,1,Yes,2022-07-18,2016-08-06,Officer Nkosi,SA-ST-775
194,Ayanda,Mokoena,Ayanda Mokoena,52,Female,South Africa,Eastern Cape,6409013557136,SA-CAS-148732,Drug Trafficking,504,3824143,Medium,Court Pending,Capitec,10,Yes,2022-01-27,2016-09-02,Officer Naidoo,SA-ST-861
195,Naledi,Dlamini,Naledi Dlamini,49,Female,South Africa,Gauteng,7211165395157,SA-CAS-173100,Fraud,567,952204,High,Under Investigation,Standard Bank,1,Yes,2018-03-27,2025-05-01,Officer Mabena,SA-ST-678
196,Tendai,Mokoena,Tendai Mokoena,64,Female,South Africa,Northern Cape,0001144431016,SA-CAS-632232,Money Laundering,779,3698809,Critical,Open,Nedbank,4,Yes,2016-05-23,2021-04-08,Officer Nkosi,SA-ST-244
197,Ayanda,Mthembu,Ayanda Mthembu,28,Female,South Africa,Eastern Cape,7502278150198,SA-CAS-290606,Corruption,626,2845031,High,Convicted,African Bank,2,Yes,2018-10-31,2023-02-28,Officer Moyo,SA-ST-723
198,Thabo,Khumalo,Thabo Khumalo,41,Female,South Africa,Limpopo,0111264893124,SA-CAS-191105,Corruption,550,3578906,Medium,Open,Standard Bank,7,Yes,2020-01-30,2017-03-29,Officer Nkosi,SA-ST-340
199,Naledi,Nkosi,Naledi Nkosi,31,Male,South Africa,Limpopo,7305014790076,SA-CAS-190598,Cybercrime,348,633743,High,Open,FNB,8,Yes,2015-09-08,2021-02-28,Officer Nkosi,SA-ST-114
200,Lerato,Nkosi,Lerato Nkosi,34,Female,South Africa,Western Cape,6612194832169,SA-CAS-316503,Identity Theft,735,2209328,High,Convicted,FNB,9,Yes,2018-05-22,2022-02-17,Officer Smith,SA-ST-959
201,Nomsa,Khumalo,Nomsa Khumalo,37,Male,South Africa,KwaZulu-Natal,6103036808110,SA-CAS-690376,Armed Robbery,327,3758305,Low,Open,Nedbank,1,No,2018-06-13,2020-08-01,Officer Moyo,SA-ST-576
202,Lerato,Mokoena,Lerato Mokoena,44,Female,South Africa,North West,0401026594053,SA-CAS-731852,Money Laundering,316,3690946,High,Open,Absa,0,No,2018-03-15,2021-11-04,Officer Moyo,SA-ST-862
203,Brian,Nkosi,Brian Nkosi,65,Female,South Africa,Mpumalanga,0104162396086,SA-CAS-137681,Identity Theft,304,4659197,Critical,Convicted,Standard Bank,4,Yes,2017-07-21,2021-04-24,Officer Mabena,SA-ST-740
204,Sipho,Mabaso,Sipho Mabaso,54,Male,South Africa,Mpumalanga,7104265747118,SA-CAS-416784,Identity Theft,658,3185967,High,Convicted,Standard Bank,6,Yes,2020-09-26,2015-10-14,Officer Moyo,SA-ST-833
205,Thabo,Mabaso,Thabo Mabaso,22,Female,South Africa,Gauteng,6508092573175,SA-CAS-744674,Money Laundering,845,491822,Medium,Court Pending,Capitec,6,Yes,2015-01-01,2020-02-27,Officer Nkosi,SA-ST-246
206,Sipho,Naidoo,Sipho Naidoo,36,Female,South Africa,KwaZulu-Natal,8304172976076,SA-CAS-816927,Vehicle Theft,409,3009307,Critical,Closed,Nedbank,6,No,2024-01-17,2023-10-31,Officer Moyo,SA-ST-249
207,Mpho,Khumalo,Mpho Khumalo,55,Male,South Africa,Northern Cape,6707235783073,SA-CAS-903586,Cybercrime,374,439016,Low,Under Investigation,Capitec,9,Yes,2022-06-02,2022-01-04,Officer Nkosi,SA-ST-279
208,Thabo,Mthembu,Thabo Mthembu,58,Male,South Africa,Western Cape,9612168436058,SA-CAS-992777,Cybercrime,838,777655,High,Court Pending,Capitec,6,No,2021-10-11,2015-07-23,Officer Smith,SA-ST-266
209,Nomsa,Ndlovu,Nomsa Ndlovu,29,Female,South Africa,North West,8009258497074,SA-CAS-896391,Corruption,502,2473878,Critical,Closed,Nedbank,5,No,2023-10-01,2022-09-27,Officer Moyo,SA-ST-615
210,Thabo,Zulu,Thabo Zulu,24,Male,South Africa,Eastern Cape,9001192453120,SA-CAS-396480,Money Laundering,604,4516238,Critical,Open,African Bank,0,Yes,2023-10-24,2018-02-11,Officer Naidoo,SA-ST-421
211,Naledi,Pillay,Naledi Pillay,29,Female,South Africa,KwaZulu-Natal,0304128586155,SA-CAS-892837,Fraud,343,406369,Critical,Under Investigation,African Bank,10,No,2015-12-29,2025-12-04,Officer Naidoo,SA-ST-920
212,Naledi,Nkosi,Naledi Nkosi,31,Female,South Africa,North West,8601175430089,SA-CAS-923139,Identity Theft,480,2701295,High,Under Investigation,Capitec,0,No,2021-04-02,2020-10-16,Officer Mabena,SA-ST-225
213,Tendai,Pillay,Tendai Pillay,58,Female,South Africa,Eastern Cape,6210281188161,SA-CAS-564890,Vehicle Theft,418,3333615,Low,Convicted,Capitec,8,No,2018-07-03,2018-07-05,Officer Mabena,SA-ST-263
214,Tendai,Naidoo,Tendai Naidoo,64,Male,South Africa,North West,9404242132137,SA-CAS-796956,Identity Theft,527,4115061,Low,Convicted,FNB,8,No,2021-03-25,2024-07-04,Officer Moyo,SA-ST-482
215,Ayanda,Nkosi,Ayanda Nkosi,22,Female,South Africa,Mpumalanga,7708148067042,SA-CAS-389865,Vehicle Theft,501,1989747,Low,Open,Standard Bank,1,Yes,2015-10-23,2023-07-21,Officer Moyo,SA-ST-542
216,Thabo,Khumalo,Thabo Khumalo,27,Male,South Africa,Gauteng,8807052033048,SA-CAS-288240,Vehicle Theft,630,3563556,High,Under Investigation,FNB,6,Yes,2023-11-03,2024-04-05,Officer Moyo,SA-ST-834
217,Nomsa,Khumalo,Nomsa Khumalo,23,Female,South Africa,Northern Cape,9403146878196,SA-CAS-600895,Vehicle Theft,317,460889,Medium,Closed,FNB,9,Yes,2021-10-16,2020-09-20,Officer Moyo,SA-ST-668
218,Lerato,Ndlovu,Lerato Ndlovu,44,Male,South Africa,Free State,0511028715068,SA-CAS-757784,Corruption,521,554273,Low,Court Pending,Nedbank,0,No,2019-11-20,2024-01-09,Officer Mabena,SA-ST-177
219,Lerato,Pillay,Lerato Pillay,59,Female,South Africa,Gauteng,7001285102194,SA-CAS-776615,Cybercrime,802,2787423,Critical,Court Pending,Capitec,0,No,2025-02-19,2018-07-09,Officer Moyo,SA-ST-761
220,Nomsa,Mokoena,Nomsa Mokoena,61,Male,South Africa,Northern Cape,7412139661166,SA-CAS-257534,Cybercrime,545,4040700,Medium,Under Investigation,Capitec,9,No,2017-03-04,2025-08-05,Officer Smith,SA-ST-711
221,Thabo,Mabaso,Thabo Mabaso,30,Female,South Africa,Western Cape,7802059275032,SA-CAS-264024,Armed Robbery,639,916653,Medium,Under Investigation,African Bank,7,No,2025-01-11,2018-01-05,Officer Naidoo,SA-ST-409
222,Lerato,Mokoena,Lerato Mokoena,44,Female,South Africa,Limpopo,0309017837158,SA-CAS-947318,Drug Trafficking,578,4055768,Low,Convicted,FNB,6,No,2025-05-15,2016-09-29,Officer Nkosi,SA-ST-402
223,Zanele,Zulu,Zanele Zulu,32,Male,South Africa,Eastern Cape,7201077916045,SA-CAS-831983,Vehicle Theft,363,4305975,Medium,Open,African Bank,7,Yes,2015-02-26,2022-01-08,Officer Smith,SA-ST-349
224,Brian,Zulu,Brian Zulu,56,Male,South Africa,Limpopo,8209066014131,SA-CAS-934798,Fraud,501,3481042,Medium,Open,Absa,4,Yes,2025-06-26,2015-12-03,Officer Mabena,SA-ST-981
225,Naledi,Khumalo,Naledi Khumalo,43,Female,South Africa,Gauteng,7904151451170,SA-CAS-750322,Cybercrime,669,4165799,High,Closed,FNB,6,No,2016-05-16,2015-03-24,Officer Moyo,SA-ST-947
226,Mpho,Mthembu,Mpho Mthembu,58,Female,South Africa,Limpopo,8501123250046,SA-CAS-657317,Cybercrime,599,162643,High,Closed,FNB,1,Yes,2022-06-17,2015-07-23,Officer Smith,SA-ST-511
227,Sipho,Nkosi,Sipho Nkosi,29,Female,South Africa,KwaZulu-Natal,7609166775014,SA-CAS-411214,Cybercrime,594,2603508,High,Closed,Capitec,8,Yes,2025-01-31,2016-05-14,Officer Moyo,SA-ST-928
228,Lerato,Mabaso,Lerato Mabaso,56,Male,South Africa,KwaZulu-Natal,8804147447133,SA-CAS-775993,Money Laundering,371,2161221,Medium,Closed,Absa,10,Yes,2016-09-08,2015-06-24,Officer Nkosi,SA-ST-390
229,Lerato,Mokoena,Lerato Mokoena,56,Female,South Africa,Western Cape,7112015949010,SA-CAS-298157,Vehicle Theft,675,1651494,High,Court Pending,African Bank,1,Yes,2016-03-15,2025-04-12,Officer Naidoo,SA-ST-170
230,Ayanda,Dlamini,Ayanda Dlamini,19,Female,South Africa,North West,0212202161038,SA-CAS-336870,Corruption,505,949439,Low,Court Pending,Nedbank,9,No,2016-08-18,2025-08-11,Officer Smith,SA-ST-562
231,Ayanda,Mthembu,Ayanda Mthembu,22,Male,South Africa,North West,8710196518113,SA-CAS-656066,Vehicle Theft,638,3675042,Low,Under Investigation,Nedbank,1,Yes,2015-01-18,2022-12-01,Officer Mabena,SA-ST-904
